Id,Rating
1,3.5934570618498016
2,3.327137694590124
3,2.924210305939333
4,3.6722784880612753
5,3.096892059969563
6,2.0667102442712326
7,3.116712433661988
8,4.402348520094249
9,3.4685875633087706
10,4.079922769202995
11,3.402799377326261
12,3.6033581561056507
13,4.034474640554262
14,3.735313967981823
15,3.8206988805927127
16,3.269298704493749
17,3.6804881025402736
18,2.9751250075235998
19,3.1104467465505423
20,2.157158355404153
21,4.0686492866076875
22,2.1213554722202224
23,3.258950986060415
24,3.8076158886745333
25,3.548646695198308
26,3.108891953512888
27,3.867081093430585
28,3.536636312179722
29,3.977643707523953
30,2.763674002302695
31,3.5779983568228246
32,3.991388839804427
33,3.785605379387116
34,3.5543450858166588
35,4.121201215402093
36,3.487394164711284
37,3.0394300700170382
38,2.820319320268022
39,3.7480815671416416
40,4.054579043491335
41,3.5277509138343848
42,2.834389280373575
43,3.9977331785690713
44,3.5173129649668606
45,3.360873575853159
46,3.5203803473796214
47,3.2939892426294968
48,3.3250168451649955
49,2.9329992778640226
50,3.569210509000818
51,3.6645204640423636
52,3.044186308746725
53,3.7611068453225593
54,4.184094861475659
55,3.4049644879006125
56,3.4654988287004653
57,3.1728310222789937
58,3.5636068763141053
59,3.7442124606334497
60,3.397399055662628
61,4.427413478038204
62,2.830923882845889
63,2.424392810412201
64,3.2462368691671384
65,3.6612703840367677
66,2.5380543426270727
67,4.309271952727589
68,2.457679004647126
69,3.4067569645057234
70,2.94792390460386
71,3.3733809896424565
72,3.4901310890833717
73,3.9610741069619984
74,3.093842342446282
75,2.7836995964892077
76,4.325116627474227
77,3.468497837839645
78,2.972365887195197
79,3.6621287960959594
80,4.688739753676373
81,3.4998063552935585
82,3.254773465106034
83,3.9767844912964883
84,3.216891659604458
85,3.231750270383339
86,4.3695438890326335
87,3.3265181888160207
88,3.7699860080897682
89,3.9668014783794683
90,4.176305816948499
91,3.004509161554249
92,3.820964755376124
93,4.1054858759641375
94,3.657425071301871
95,3.5368071371968033
96,3.238003156590926
97,3.427842182113491
98,3.882507829685372
99,3.076192997511412
100,3.9866005835869887
101,4.157450984454021
102,3.5073066464220846
103,4.343740882824866
104,4.2971227052380545
105,4.153729084098694
106,4.417942151760485
107,4.145288990045011
108,3.0694225656485687
109,3.7410156689898777
110,4.204444650524959
111,3.738771228929375
112,4.3224295902771335
113,4.473530977999742
114,3.5374968500450854
115,4.0878814904545795
116,3.7170276568103793
117,4.314567021073883
118,4.201095737844641
119,4.241586091614184
120,3.289634420148366
121,3.460357369621796
122,2.980191248932136
123,3.596816840265793
124,3.3983528793890496
125,4.947050231537554
126,3.9709532386515436
127,3.5463991399675514
128,2.634126773167077
129,3.5657946242314944
130,3.8627539004015086
131,2.9322040118688544
132,4.3336780000475414
133,3.6396922610824975
134,2.5103026247014655
135,3.9266204022560687
136,3.5279304719065756
137,3.9560283647500456
138,4.027231289839193
139,4.009714275202969
140,3.824393007453791
141,3.339067618332314
142,4.004082219437535
143,3.9915434580483313
144,3.494338438186577
145,3.727086563990601
146,3.334674857797803
147,3.5774539258965143
148,3.647297025850412
149,4.074141756822819
150,3.445187970142067
151,3.404302939448179
152,4.275993039672747
153,3.929923517932537
154,3.6290925200990363
155,3.870359756180387
156,3.6744724424418216
157,3.340589944126244
158,3.857967741039782
159,1.4663917080194784
160,3.457257200218976
161,3.8937220349766957
162,4.152464636312593
163,3.9303305284125853
164,3.492028594017393
165,3.5541442399175986
166,2.6712158230427625
167,2.9804841771489214
168,3.8818675865585583
169,3.8750084992686022
170,3.4364840391359195
171,3.5099976894049565
172,3.618471362150598
173,3.8790672106078765
174,3.8099683509780196
175,3.15218797205309
176,3.0708585425312194
177,3.8312439713898643
178,3.2802654695975053
179,3.5808348414131226
180,3.2687638845831746
181,3.690617270314453
182,4.105663602755331
183,4.073722289165803
184,3.809964570162666
185,4.1871309648778325
186,3.703612458644184
187,4.361677583016142
188,4.156798038928311
189,3.5619216787695405
190,4.310824107037624
191,3.799142087792395
192,3.3571472495368444
193,3.779121873704916
194,3.2769002591777934
195,3.1766357687184574
196,3.3288964816405437
197,3.6713799304190364
198,2.6236425740116243
199,2.7881338598488337
200,2.3362396869834248
201,2.4323125479870904
202,3.039128464369637
203,4.096582996710771
204,3.417418453136765
205,4.1079875917243225
206,4.268779023183973
207,3.0782783694957714
208,4.119491059438875
209,2.9349982301482855
210,3.2797056999684346
211,3.2818144222202674
212,3.7987612149267056
213,4.02571005629647
214,3.9488879708204654
215,3.577672061597051
216,4.301672374700416
217,3.8702398568205987
218,3.015261317851174
219,3.8293386064160106
220,4.239980231043886
221,3.2562623655091585
222,3.790893112419344
223,2.6286278792829223
224,3.768013542406596
225,3.515555839299867
226,2.6624309385187055
227,4.207845971938414
228,3.2180936681237977
229,4.312385492695436
230,3.0625966509513014
231,3.480847786139833
232,3.922808303608665
233,3.2098171711934267
234,4.090044695492869
235,4.326847800010938
236,3.4874376465257226
237,3.79910112581874
238,3.9590694923548444
239,3.7638639875691635
240,3.14287724398292
241,3.310659570484947
242,3.4965094729121877
243,2.7559573314948187
244,4.412552629703288
245,3.9418322367393195
246,3.6163142185234878
247,3.3078696022540823
248,3.3636704833713846
249,3.818633591254999
250,2.905359740788832
251,3.813622339994156
252,3.3503797181204025
253,2.91855052021763
254,2.6709168861699926
255,4.361878907957288
256,4.196217520451701
257,4.662929333593118
258,3.4164288745410323
259,3.7503710697036254
260,4.546444183400444
261,2.7399847701889444
262,3.4122458049278754
263,3.2679388050489977
264,2.9109325771394063
265,4.061191127353899
266,3.340362233736752
267,3.417317412482317
268,3.925549149200357
269,3.003579674851044
270,2.5481667880168866
271,3.234332020418661
272,4.467424345166287
273,3.993761974934336
274,4.588841979967863
275,3.1081237918063445
276,2.947213477119004
277,4.293913880720174
278,3.6731880950285465
279,4.042822613783034
280,3.8449808091429274
281,3.4307585500979125
282,3.5194907079449886
283,3.879681235374545
284,4.140010140067672
285,3.9163232564454353
286,3.7584446637709954
287,4.021069839700469
288,4.000986212601033
289,3.1743526648964098
290,4.203943503076528
291,4.323096257091876
292,3.511508138036586
293,3.6961793639429485
294,3.689478902818547
295,3.3679577469412223
296,2.391882271509649
297,4.259396460652653
298,3.644829467470893
299,3.565503566451632
300,4.30309437732716
301,3.8013223830650418
302,3.2993134289424884
303,3.3549874165820075
304,2.2377033677947065
305,3.431116479751309
306,1.7313259757476536
307,3.035190596597682
308,3.7369164290023376
309,3.3152137718177563
