Id,Rating
1,3.078870430459279
2,1.9670837346531393
3,3.7541586161509364
4,3.6484832729047487
5,3.432533858338134
6,2.2696964876125936
7,3.1153575505718645
8,3.3650899400256105
9,3.365214273471895
10,4.208002146004011
11,3.767122198913479
12,3.4671449085437485
13,4.443647167042102
14,4.0777284234163576
15,4.353440296366997
16,3.778194535617713
17,3.2093950291287365
18,3.6818522984756465
19,4.371557275419967
20,2.9139022992978454
21,3.1245986778504884
22,3.3943567300508697
23,2.4440703387101017
24,3.473783892228927
25,3.287764189912389
26,4.310812384952693
27,2.868126191157297
28,3.168453499301272
29,3.7372512171331316
30,3.807345011497527
31,3.117007732672566
32,2.4778588910662007
33,2.9888194774167998
34,4.0279272036911555
35,4.163160634558209
36,3.2889842576379813
37,2.8650880801676024
38,3.0468487101010227
39,2.8385434758368935
40,3.2418922466951314
41,3.1600909992273047
42,1.5994128579046785
43,4.277253936116748
44,2.992421036602431
45,3.6556884908486347
46,3.811392393025286
47,3.4652806488155026
48,2.9248741242360174
49,2.3430692199829473
50,2.949712861740213
51,2.7629019888816058
52,2.9512292931925166
53,3.522908484142183
54,3.915286885127306
55,3.961936133547562
56,4.221337646636861
57,4.098118712508366
58,3.428215135145049
59,3.4709995942573495
60,3.6464748164612417
61,3.8345445306922428
62,3.5651727630040564
63,2.97946008122905
64,2.878825150780188
65,4.284613971345595
66,3.082793621636727
67,4.068431767218277
68,2.228052881949747
69,4.047469825076639
70,3.8971783757530702
71,2.22755033181524
72,3.428334665003382
73,3.545964090047766
74,3.1698254969486155
75,1.561744932519463
76,3.837191724037478
77,4.037261427248696
78,3.149530009129778
79,3.903618904899871
80,4.47424606270449
81,4.318909397174865
82,2.9450958632514066
83,3.3679890916772615
84,4.161422307384476
85,4.122959053831593
86,3.447798156114172
87,3.906770592896647
88,2.3714532739147876
89,4.526160460465541
90,4.210214671195542
91,2.8704907320502246
92,3.718604905240224
93,4.598318557421286
94,3.85975128749992
95,4.195229061909709
96,3.065450608952455
97,3.0661557099064276
98,3.969400118102525
99,4.232220330919165
100,3.5631699707886164
101,3.7826329127494085
102,3.1095090341862197
103,4.636941144658757
104,4.37540176143997
105,3.9135242395739986
106,3.8486143933893264
107,3.961647973559562
108,2.686777563507374
109,3.029306858660184
110,4.287519400604948
111,2.2399246638817782
112,4.117601060865308
113,3.9037155372427668
114,3.2814002158110314
115,4.648248712013941
116,3.2551589903461817
117,3.86618133475477
118,4.0013874358068335
